timestamp,litert_commit,platform,os_version,device_model,device_extra,build_mode,iterations,warmup,model_name,model_bytes,engine,mode,accelerators,precision,buffer_mode,async,status,compile_ms,p50_ms,p90_ms,std_ms,parity_maxdiff
2026-06-13T13:20:56.077413Z,62441df,macos,Version 26.4 (Build 25E246),"Mac16,5",arm64 macOS Version 26.4 (Build 25E246),profile,25,8,yolov8n_float32,12865523,interpreter,xnn,xnn,-,-,false,ok,10.421,31.0,32.0,0.3249615361854383,0.0000032782554626464844
2026-06-13T13:20:56.077413Z,62441df,macos,Version 26.4 (Build 25E246),"Mac16,5",arm64 macOS Version 26.4 (Build 25E246),profile,25,8,yolov8n_float32,12865523,interpreter,gpu_metal,gpu_metal,-,-,false,ok,249.585,3.0,4.0,0.48000000000000004,0.010768294334411621
2026-06-13T13:20:56.077413Z,62441df,macos,Version 26.4 (Build 25E246),"Mac16,5",arm64 macOS Version 26.4 (Build 25E246),profile,25,8,yolov8n_float32,12865523,interpreter,gpu_glcl,gpu_glcl,-,-,false,unsupported,,,,,
2026-06-13T13:20:56.077413Z,62441df,macos,Version 26.4 (Build 25E246),"Mac16,5",arm64 macOS Version 26.4 (Build 25E246),profile,25,8,yolov8n_float32,12865523,interpreter,coreml,coreml,-,-,false,ok,773.857,15.0,15.0,0.4308131845707603,0.008519291877746582
2026-06-13T13:20:56.077413Z,62441df,macos,Version 26.4 (Build 25E246),"Mac16,5",arm64 macOS Version 26.4 (Build 25E246),profile,25,8,yolov8n_float32,12865523,compiledmodel,cm_cpu,cpu,fp32,managed,false,ok,10.712,21.0,22.0,0.4308131845707603,0.0000032782554626464844
2026-06-13T13:20:56.077413Z,62441df,macos,Version 26.4 (Build 25E246),"Mac16,5",arm64 macOS Version 26.4 (Build 25E246),profile,25,8,yolov8n_float32,12865523,compiledmodel,cm_gpu16,gpu,fp16,managed,false,ok,379.921,3.0,3.0,0.2712931993250107,0.00881648063659668
2026-06-13T13:20:56.077413Z,62441df,macos,Version 26.4 (Build 25E246),"Mac16,5",arm64 macOS Version 26.4 (Build 25E246),profile,25,8,yolov8n_float32,12865523,compiledmodel,cm_gpu32,gpu,fp32,managed,false,ok,363.236,3.0,3.0,0.19595917942265434,0.0000027418136596679688
2026-06-13T13:20:56.077413Z,62441df,macos,Version 26.4 (Build 25E246),"Mac16,5",arm64 macOS Version 26.4 (Build 25E246),profile,25,8,yolov8n_float32,12865523,compiledmodel,cm_gpuA,gpu,fp16,managed,true,ok,48.484,2.0,2.0,0.19595917942265434,0.00881648063659668
2026-06-13T13:20:56.077413Z,62441df,macos,Version 26.4 (Build 25E246),"Mac16,5",arm64 macOS Version 26.4 (Build 25E246),profile,25,8,yolov8n_float32,12865523,compiledmodel,cm_g+c,cpu+gpu,fp32,managed,false,ok,54.863,3.0,3.0,0.0,0.0000027418136596679688
2026-06-13T13:20:56.077413Z,62441df,macos,Version 26.4 (Build 25E246),"Mac16,5",arm64 macOS Version 26.4 (Build 25E246),profile,25,8,yolov8n_float32,12865523,compiledmodel,cm_hmA,gpu,fp16,hostMemory,true,ok,47.981,2.0,2.0,0.19595917942265437,0.00881648063659668
2026-06-13T13:20:56.077413Z,62441df,macos,Version 26.4 (Build 25E246),"Mac16,5",arm64 macOS Version 26.4 (Build 25E246),profile,25,8,efficientdet_lite0,13836895,interpreter,cpu,cpu,-,-,false,ok,0.563,13.0,14.0,0.3999999999999999,0.0
2026-06-13T13:20:56.077413Z,62441df,macos,Version 26.4 (Build 25E246),"Mac16,5",arm64 macOS Version 26.4 (Build 25E246),profile,25,8,efficientdet_lite0,13836895,interpreter,xnn,xnn,-,-,false,ok,2.366,8.0,9.0,0.3249615361854384,3.688037395477295e-7
2026-06-13T13:20:56.077413Z,62441df,macos,Version 26.4 (Build 25E246),"Mac16,5",arm64 macOS Version 26.4 (Build 25E246),profile,25,8,efficientdet_lite0,13836895,interpreter,gpu_metal,gpu_metal,-,-,false,ok,139.835,2.0,2.0,0.0,0.0016442853957414627
2026-06-13T13:20:56.077413Z,62441df,macos,Version 26.4 (Build 25E246),"Mac16,5",arm64 macOS Version 26.4 (Build 25E246),profile,25,8,efficientdet_lite0,13836895,interpreter,gpu_glcl,gpu_glcl,-,-,false,unsupported,,,,,
2026-06-13T13:20:56.077413Z,62441df,macos,Version 26.4 (Build 25E246),"Mac16,5",arm64 macOS Version 26.4 (Build 25E246),profile,25,8,efficientdet_lite0,13836895,interpreter,coreml,coreml,-,-,false,ok,864.672,6.0,7.0,0.49638694583963416,0.0005383901298046112
2026-06-13T13:20:56.077413Z,62441df,macos,Version 26.4 (Build 25E246),"Mac16,5",arm64 macOS Version 26.4 (Build 25E246),profile,25,8,efficientdet_lite0,13836895,compiledmodel,cm_cpu,cpu,fp32,managed,false,ok,3.476,9.0,10.0,0.48989794855663554,3.688037395477295e-7
2026-06-13T13:20:56.077413Z,62441df,macos,Version 26.4 (Build 25E246),"Mac16,5",arm64 macOS Version 26.4 (Build 25E246),profile,25,8,efficientdet_lite0,13836895,compiledmodel,cm_gpu16,gpu,fp16,managed,false,ok,204.352,3.0,3.0,0.0,0.0022546369582414627
2026-06-13T13:20:56.077413Z,62441df,macos,Version 26.4 (Build 25E246),"Mac16,5",arm64 macOS Version 26.4 (Build 25E246),profile,25,8,efficientdet_lite0,13836895,compiledmodel,cm_gpu32,gpu,fp32,managed,false,ok,197.375,3.0,4.0,0.499599839871872,3.8370490074157715e-7
2026-06-13T13:20:56.077413Z,62441df,macos,Version 26.4 (Build 25E246),"Mac16,5",arm64 macOS Version 26.4 (Build 25E246),profile,25,8,efficientdet_lite0,13836895,compiledmodel,cm_gpuA,gpu,fp16,managed,true,ok,36.02,3.0,4.0,0.7110555533852472,0.0022546369582414627
2026-06-13T13:20:56.077413Z,62441df,macos,Version 26.4 (Build 25E246),"Mac16,5",arm64 macOS Version 26.4 (Build 25E246),profile,25,8,efficientdet_lite0,13836895,compiledmodel,cm_g+c,cpu+gpu,fp32,managed,false,ok,38.99,4.0,4.0,0.3440930106817051,3.8370490074157715e-7
2026-06-13T13:20:56.077413Z,62441df,macos,Version 26.4 (Build 25E246),"Mac16,5",arm64 macOS Version 26.4 (Build 25E246),profile,25,8,efficientdet_lite0,13836895,compiledmodel,cm_hmA,gpu,fp16,hostMemory,true,ok,35.025,2.0,3.0,0.39999999999999997,0.0022546369582414627
2026-06-13T13:20:56.077413Z,62441df,macos,Version 26.4 (Build 25E246),"Mac16,5",arm64 macOS Version 26.4 (Build 25E246),profile,25,8,selfie_multiclass,16371837,interpreter,cpu,cpu,-,-,false,ok,0.539,40.0,42.0,1.5999999999999994,0.0
2026-06-13T13:20:56.077413Z,62441df,macos,Version 26.4 (Build 25E246),"Mac16,5",arm64 macOS Version 26.4 (Build 25E246),profile,25,8,selfie_multiclass,16371837,interpreter,xnn,xnn,-,-,false,ok,5.037,27.0,28.0,0.64,0.00008785724639892578
2026-06-13T13:20:56.077413Z,62441df,macos,Version 26.4 (Build 25E246),"Mac16,5",arm64 macOS Version 26.4 (Build 25E246),profile,25,8,selfie_multiclass,16371837,interpreter,gpu_metal,gpu_metal,-,-,false,ok,202.076,3.0,3.0,0.19595917942265434,0.09169012308120728
2026-06-13T13:20:56.077413Z,62441df,macos,Version 26.4 (Build 25E246),"Mac16,5",arm64 macOS Version 26.4 (Build 25E246),profile,25,8,selfie_multiclass,16371837,interpreter,gpu_glcl,gpu_glcl,-,-,false,unsupported,,,,,
2026-06-13T13:20:56.077413Z,62441df,macos,Version 26.4 (Build 25E246),"Mac16,5",arm64 macOS Version 26.4 (Build 25E246),profile,25,8,selfie_multiclass,16371837,interpreter,coreml,coreml,-,-,false,ok,456.68,22.0,24.0,1.148216007552586,0.17683808505535126
2026-06-13T13:20:56.077413Z,62441df,macos,Version 26.4 (Build 25E246),"Mac16,5",arm64 macOS Version 26.4 (Build 25E246),profile,25,8,selfie_multiclass,16371837,compiledmodel,cm_cpu,cpu,fp32,managed,false,ok,6.057,18.0,19.0,0.6324555320336758,0.00008079409599304199
2026-06-13T13:20:56.077413Z,62441df,macos,Version 26.4 (Build 25E246),"Mac16,5",arm64 macOS Version 26.4 (Build 25E246),profile,25,8,selfie_multiclass,16371837,compiledmodel,cm_gpu16,gpu,fp16,managed,false,ok,431.829,2.0,2.0,0.0,0.2402646541595459
2026-06-13T13:20:56.077413Z,62441df,macos,Version 26.4 (Build 25E246),"Mac16,5",arm64 macOS Version 26.4 (Build 25E246),profile,25,8,selfie_multiclass,16371837,compiledmodel,cm_gpu32,gpu,fp32,managed,false,ok,459.935,2.0,3.0,0.499599839871872,0.000016391277313232422
2026-06-13T13:20:56.077413Z,62441df,macos,Version 26.4 (Build 25E246),"Mac16,5",arm64 macOS Version 26.4 (Build 25E246),profile,25,8,selfie_multiclass,16371837,compiledmodel,cm_gpuA,gpu,fp16,managed,true,ok,37.87,2.0,2.0,0.0,0.2402646541595459
2026-06-13T13:20:56.077413Z,62441df,macos,Version 26.4 (Build 25E246),"Mac16,5",arm64 macOS Version 26.4 (Build 25E246),profile,25,8,selfie_multiclass,16371837,compiledmodel,cm_g+c,cpu+gpu,fp32,managed,false,ok,49.997,2.0,3.0,0.499599839871872,0.000016391277313232422
2026-06-13T13:20:56.077413Z,62441df,macos,Version 26.4 (Build 25E246),"Mac16,5",arm64 macOS Version 26.4 (Build 25E246),profile,25,8,selfie_multiclass,16371837,compiledmodel,cm_hmA,gpu,fp16,hostMemory,true,ok,38.765,2.0,2.0,0.0,0.2402646541595459
2026-06-13T13:20:56.077413Z,62441df,macos,Version 26.4 (Build 25E246),"Mac16,5",arm64 macOS Version 26.4 (Build 25E246),profile,25,8,pose_landmark_heavy,27704918,interpreter,cpu,cpu,-,-,false,ok,1.252,25.0,26.0,0.574108003776293,0.0
2026-06-13T13:20:56.077413Z,62441df,macos,Version 26.4 (Build 25E246),"Mac16,5",arm64 macOS Version 26.4 (Build 25E246),profile,25,8,pose_landmark_heavy,27704918,interpreter,xnn,xnn,-,-,false,ok,15.121,16.0,16.0,0.4270831300812525,0.012287139892578125
2026-06-13T13:20:56.077413Z,62441df,macos,Version 26.4 (Build 25E246),"Mac16,5",arm64 macOS Version 26.4 (Build 25E246),profile,25,8,pose_landmark_heavy,27704918,interpreter,gpu_metal,gpu_metal,-,-,false,ok,212.528,3.0,3.0,0.27129319932501067,65.15851020812988
2026-06-13T13:20:56.077413Z,62441df,macos,Version 26.4 (Build 25E246),"Mac16,5",arm64 macOS Version 26.4 (Build 25E246),profile,25,8,pose_landmark_heavy,27704918,interpreter,gpu_glcl,gpu_glcl,-,-,false,unsupported,,,,,
2026-06-13T13:20:56.077413Z,62441df,macos,Version 26.4 (Build 25E246),"Mac16,5",arm64 macOS Version 26.4 (Build 25E246),profile,25,8,pose_landmark_heavy,27704918,interpreter,coreml,coreml,-,-,false,ok,1515.541,5.0,5.0,0.0,19.463062286376953
2026-06-13T13:20:56.077413Z,62441df,macos,Version 26.4 (Build 25E246),"Mac16,5",arm64 macOS Version 26.4 (Build 25E246),profile,25,8,pose_landmark_heavy,27704918,compiledmodel,cm_cpu,cpu,fp32,managed,false,ok,11.701,17.0,17.0,0.42708313008125254,0.01222991943359375
2026-06-13T13:20:56.077413Z,62441df,macos,Version 26.4 (Build 25E246),"Mac16,5",arm64 macOS Version 26.4 (Build 25E246),profile,25,8,pose_landmark_heavy,27704918,compiledmodel,cm_gpu16,gpu,fp16,managed,false,ok,393.529,3.0,3.0,0.44899888641287294,100.75993728637695
2026-06-13T13:20:56.077413Z,62441df,macos,Version 26.4 (Build 25E246),"Mac16,5",arm64 macOS Version 26.4 (Build 25E246),profile,25,8,pose_landmark_heavy,27704918,compiledmodel,cm_gpu32,gpu,fp32,managed,false,ok,410.574,3.0,3.0,0.2712931993250106,0.004093170166015625
2026-06-13T13:20:56.077413Z,62441df,macos,Version 26.4 (Build 25E246),"Mac16,5",arm64 macOS Version 26.4 (Build 25E246),profile,25,8,pose_landmark_heavy,27704918,compiledmodel,cm_gpuA,gpu,fp16,managed,true,ok,58.104,2.0,3.0,0.4664761515876241,100.75993728637695
2026-06-13T13:20:56.077413Z,62441df,macos,Version 26.4 (Build 25E246),"Mac16,5",arm64 macOS Version 26.4 (Build 25E246),profile,25,8,pose_landmark_heavy,27704918,compiledmodel,cm_g+c,cpu+gpu,fp32,managed,false,ok,83.486,3.0,3.0,0.19595917942265428,0.004093170166015625
2026-06-13T13:20:56.077413Z,62441df,macos,Version 26.4 (Build 25E246),"Mac16,5",arm64 macOS Version 26.4 (Build 25E246),profile,25,8,pose_landmark_heavy,27704918,compiledmodel,cm_hmA,gpu,fp16,hostMemory,true,ok,58.646,2.0,3.0,0.39999999999999997,100.75993728637695
2026-06-13T13:30:13.583267Z,7d557b9,ios,Version 26.5 (Build 23F77),"iPhone16,1",iOS 26.5,profile,25,8,mobilefacenet,5233552,interpreter,cpu,cpu,-,-,false,ok,0.68,7.0,7.0,0.49638694583963416,0.0
2026-06-13T13:30:13.583267Z,7d557b9,ios,Version 26.5 (Build 23F77),"iPhone16,1",iOS 26.5,profile,25,8,mobilefacenet,5233552,interpreter,xnn,xnn,-,-,false,ok,2.705,5.0,5.0,0.0,0.000001043081283569336
2026-06-13T13:30:13.583267Z,7d557b9,ios,Version 26.5 (Build 23F77),"iPhone16,1",iOS 26.5,profile,25,8,mobilefacenet,5233552,interpreter,gpu_metal,gpu_metal,-,-,false,ok,561.558,2.0,2.0,0.0,0.004169739782810211
2026-06-13T13:30:13.583267Z,7d557b9,ios,Version 26.5 (Build 23F77),"iPhone16,1",iOS 26.5,profile,25,8,mobilefacenet,5233552,interpreter,gpu_glcl,gpu_glcl,-,-,false,unsupported,,,,,
2026-06-13T13:30:13.583267Z,7d557b9,ios,Version 26.5 (Build 23F77),"iPhone16,1",iOS 26.5,profile,25,8,mobilefacenet,5233552,interpreter,coreml,coreml,-,-,false,ok,1266.413,25.0,25.0,0.19595917942265426,0.0012083686888217926
2026-06-13T13:30:13.583267Z,7d557b9,ios,Version 26.5 (Build 23F77),"iPhone16,1",iOS 26.5,profile,25,8,mobilefacenet,5233552,compiledmodel,cm_cpu,cpu,fp32,managed,false,ok,17.512,7.0,7.0,0.0,0.000001043081283569336
2026-06-13T13:30:13.583267Z,7d557b9,ios,Version 26.5 (Build 23F77),"iPhone16,1",iOS 26.5,profile,25,8,mobilefacenet,5233552,compiledmodel,cm_gpu16,gpu,fp16,managed,false,err,,,,,
2026-06-13T13:30:13.583267Z,7d557b9,ios,Version 26.5 (Build 23F77),"iPhone16,1",iOS 26.5,profile,25,8,mobilefacenet,5233552,compiledmodel,cm_gpu32,gpu,fp32,managed,false,err,,,,,
2026-06-13T13:30:13.583267Z,7d557b9,ios,Version 26.5 (Build 23F77),"iPhone16,1",iOS 26.5,profile,25,8,mobilefacenet,5233552,compiledmodel,cm_gpuA,gpu,fp16,managed,true,err,,,,,
2026-06-13T13:30:13.583267Z,7d557b9,ios,Version 26.5 (Build 23F77),"iPhone16,1",iOS 26.5,profile,25,8,mobilefacenet,5233552,compiledmodel,cm_g+c,cpu+gpu,fp32,managed,false,ok,33.178,2.0,2.0,0.0,8.344650268554688e-7
2026-06-13T13:30:13.583267Z,7d557b9,ios,Version 26.5 (Build 23F77),"iPhone16,1",iOS 26.5,profile,25,8,mobilefacenet,5233552,compiledmodel,cm_hmA,gpu,fp16,hostMemory,true,err,,,,,
2026-06-13T13:30:13.583267Z,7d557b9,ios,Version 26.5 (Build 23F77),"iPhone16,1",iOS 26.5,profile,25,8,species_classifier_float16,6314836,interpreter,cpu,cpu,-,-,false,ok,0.528,2.0,2.0,0.2712931993250106,0.0
2026-06-13T13:30:13.583267Z,7d557b9,ios,Version 26.5 (Build 23F77),"iPhone16,1",iOS 26.5,profile,25,8,species_classifier_float16,6314836,interpreter,xnn,xnn,-,-,false,ok,3.17,2.0,2.0,0.0,0.00014495849609375
2026-06-13T13:30:13.583267Z,7d557b9,ios,Version 26.5 (Build 23F77),"iPhone16,1",iOS 26.5,profile,25,8,species_classifier_float16,6314836,interpreter,gpu_metal,gpu_metal,-,-,false,err,,,,,
2026-06-13T13:30:13.583267Z,7d557b9,ios,Version 26.5 (Build 23F77),"iPhone16,1",iOS 26.5,profile,25,8,species_classifier_float16,6314836,interpreter,gpu_glcl,gpu_glcl,-,-,false,unsupported,,,,,
2026-06-13T13:30:13.583267Z,7d557b9,ios,Version 26.5 (Build 23F77),"iPhone16,1",iOS 26.5,profile,25,8,species_classifier_float16,6314836,interpreter,coreml,coreml,-,-,false,err,,,,,
2026-06-13T13:30:13.583267Z,7d557b9,ios,Version 26.5 (Build 23F77),"iPhone16,1",iOS 26.5,profile,25,8,species_classifier_float16,6314836,compiledmodel,cm_cpu,cpu,fp32,managed,false,ok,5.006,2.0,2.0,0.0,0.00014495849609375
2026-06-13T13:30:13.583267Z,7d557b9,ios,Version 26.5 (Build 23F77),"iPhone16,1",iOS 26.5,profile,25,8,species_classifier_float16,6314836,compiledmodel,cm_gpu16,gpu,fp16,managed,false,err,,,,,
2026-06-13T13:30:13.583267Z,7d557b9,ios,Version 26.5 (Build 23F77),"iPhone16,1",iOS 26.5,profile,25,8,species_classifier_float16,6314836,compiledmodel,cm_gpu32,gpu,fp32,managed,false,err,,,,,
2026-06-13T13:30:13.583267Z,7d557b9,ios,Version 26.5 (Build 23F77),"iPhone16,1",iOS 26.5,profile,25,8,species_classifier_float16,6314836,compiledmodel,cm_gpuA,gpu,fp16,managed,true,err,,,,,
2026-06-13T13:30:13.583267Z,7d557b9,ios,Version 26.5 (Build 23F77),"iPhone16,1",iOS 26.5,profile,25,8,species_classifier_float16,6314836,compiledmodel,cm_g+c,cpu+gpu,fp32,managed,false,ok,6.665,3.0,3.0,0.0,10.083142280578613
2026-06-13T13:30:13.583267Z,7d557b9,ios,Version 26.5 (Build 23F77),"iPhone16,1",iOS 26.5,profile,25,8,species_classifier_float16,6314836,compiledmodel,cm_hmA,gpu,fp16,hostMemory,true,err,,,,,
2026-06-13T13:30:13.583267Z,7d557b9,ios,Version 26.5 (Build 23F77),"iPhone16,1",iOS 26.5,profile,25,8,superanimal_rtmpose_s_float16,12205992,interpreter,cpu,cpu,-,-,false,ok,0.901,15.0,16.0,0.3249615361854384,0.0
